COM16;           16,17,18,19               900,900,900,900
COM16;           16,17,18,19               1000,1000,1000,1000
COM16;           16,17,18,19               1100,1100,1100,1100
COM16;           16,17,18,19               1200,1200,1200,1200
COM16;           16,17,18,19               1300,1300,1300,1300
COM16;           16,17,18,19               1400,1400,1400,1400
COM16;           16,17,18,19               1500,1500,1500,1500
COM16;           16,17,18,19               1600,1600,1600,1600
COM16;           16,17,18,19               1700,1700,1700,1700
COM16;           16,17,18,19               1800,1800,1800,1800
COM16;           16,17,18,19               1900,1900,1900,1900
COM16;           16,17,18,19               2000,2000,2000,2000
COM16;           16,17,18,19               2050,2050,2050,2050
